,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49
gene_361,9.659816,8.491557,10.014383,8.674987,6.566967,10.157132,7.623267,8.627468,6.278453,9.043883,8.243288,10.025403,9.5009,8.539496,8.271057,8.012099,7.288506,8.608724,9.041139,9.626348,6.104007,10.170388,5.306623,7.860578,9.292052,8.685418,7.399761,8.713421,9.697418,7.223423,8.263105,8.873601,7.67986,7.579135,7.294244,6.512379,5.991445,7.472398,8.38791,9.496177,9.160466,9.665588,8.445516,10.25952,9.771182,7.180347,9.119364,6.721796,7.522817,8.113914
gene_362,7.635109,11.251198,7.501391,7.203054,9.390846,6.92152,12.708903,6.849199,7.93001,9.254124,6.222754,12.15206,8.017026,6.367009,6.42383,5.970794,8.548841,12.120899,10.639721,10.13039,8.752438,12.810829,8.310913,7.968235,11.474913,7.62846,8.880863,6.65316,6.738781,8.201698,4.481493,5.899877,10.401071,7.563189,7.63042,6.38093,11.806219,8.249578,4.975305,6.632575,12.774456,6.072434,6.754353,12.154135,12.362116,8.22063,7.582285,8.073199,8.729607,7.483501
gene_363,7.741507,9.471775,10.017978,9.189617,9.761131,9.235954,8.588194,8.641774,10.811921,10.237437,9.55375,9.192976,9.221776,8.366624,9.379887,9.03043,9.824701,8.834885,8.968206,9.515911,9.065179,9.944733,10.756089,8.523758,9.504652,9.678082,9.216833,10.255241,10.19847,10.296389,9.537688,10.117591,9.649008,8.349949,9.311231,9.149043,9.343894,9.198666,8.479901,8.294612,9.76707,9.11572,9.267758,9.430197,8.988764,9.9121,8.246674,8.956245,9.182446,9.339476
gene_364,9.691133,11.184007,10.995569,11.375588,12.005477,11.276479,10.531645,10.851195,11.825551,11.622994,11.930172,10.870573,11.18807,10.076455,12.080997,11.564921,10.57199,11.104953,11.111533,11.511629,12.512886,11.902646,12.007283,10.833791,11.327519,10.647998,11.59473,12.550648,12.041245,12.389787,12.330388,12.46413,11.110274,10.530084,11.128155,11.922068,11.38583,10.969149,11.200396,10.235308,11.217921,10.946278,11.465954,10.538994,10.590877,12.334212,10.111175,10.66673,12.273417,11.291303
gene_365,4.692126,6.763584,1.074163,3.77235,6.566967,4.57025,7.093106,5.976936,7.084447,3.514993,9.122818,5.184229,3.534585,10.540215,6.774603,9.67847,9.791559,7.882845,7.339396,3.321466,4.779328,4.427526,4.698341,10.783244,2.868351,4.833927,6.483882,9.539384,7.895666,8.745846,7.692943,6.89563,5.286057,6.655959,4.911936,6.512379,6.44851,7.966638,5.083528,7.63165,3.821271,0,3.883943,7.296714,6.169189,9.705964,3.534983,1.972509,5.567722,5.809836
gene_366,6.582452,7.650779,5.644136,5.245169,9.645489,6.689034,9.337624,6.132388,5.291836,5.767223,9.983649,9.017362,7.327364,7.70166,6.324206,6.418289,7.840935,8.386686,8.146411,5.53784,4.924152,8.075083,7.590624,4.695114,7.217589,8.695528,5.453155,5.884935,7.015917,6.459168,10.590606,7.083309,8.665297,8.878925,5.471939,9.874242,7.888755,7.658626,7.793766,7.277036,8.40819,5.691992,6.371235,8.407344,8.358656,9.095648,6.654424,4.374372,8.463904,7.972337
gene_367,4.106767,9.532814,3.452767,4.61882,5.511936,4.250469,6.610957,4.623364,5.291836,2.476122,4.643314,3.407638,5.476686,1.967943,4.535953,5.147164,8.062537,4.953293,5.205897,5.431048,5.314178,4.792496,7.562036,5.970067,4.533981,7.595287,7.823934,3.956373,7.714575,5.515782,2.491468,4.567132,5.662653,4.27739,5.819272,6.930193,4.91995,8.314402,6.185195,7.602781,5.589581,4.191421,6.645235,5.857891,5.520711,4.527777,3.918558,9.338329,6.030526,5.722209
gene_368,4.747656,8.098853,4.683084,5.681056,5.774194,6.99134,6.006929,7.197964,8.392287,2.090853,7.313618,9.359804,7.389455,8.85418,6.741184,7.892288,7.050937,7.998026,9.581782,4.782241,8.623128,8.25955,6.288281,6.175213,8.207927,7.787243,4.156639,7.419935,6.718923,4.403963,7.973715,6.71588,10.758839,7.740266,7.029011,6.94357,5.822253,6.987378,7.94898,7.944472,8.084601,5.418956,6.02453,8.176233,8.286692,8.54955,4.733127,4.094641,7.897392,6.044696
gene_369,9.12244,8.873715,9.901627,9.381409,9.209461,9.389771,9.367164,9.65094,10.41239,9.496071,9.617297,9.093135,9.126805,9.637393,9.431667,9.535384,9.26202,9.464482,9.395172,9.480011,10.123656,8.522103,8.912024,9.190175,9.011364,9.246135,9.420937,9.116105,9.395281,9.784937,9.556891,10.032128,9.468025,9.194427,9.242264,10.027339,9.260061,8.885907,9.214399,9.266979,9.012136,9.300414,9.544145,9.147902,9.410377,9.41861,9.010005,9.378501,9.659905,9.938352
gene_370,10.643856,10.683109,9.266705,10.658542,9.644229,9.923494,9.746136,10.733261,9.900831,8.54637,9.580782,10.340151,10.255064,9.365485,9.637621,10.205256,10.211767,10.529147,10.036448,9.807806,9.829169,10.36927,9.759622,9.262158,10.040564,10.136261,9.506429,9.663919,10.090337,10.261966,11.068355,10.173727,10.678591,9.99701,9.723828,9.624196,9.89003,10.451644,9.930801,10.17214,10.134003,11.329858,10.458899,10.254214,10.057586,9.855594,9.32791,9.579371,9.704665,9.875912
gene_371,7.6015925,5.9744169,7.2934533,7.652257,7.2978334,4.4898255,3.7045843,8.0618464,6.4616742,6.9793737,7.2821988,3.5412546,6.4858696,5.1843358,7.846393,6.3247962,5.5886996,3.5974001,3.1723915,8.2071413,7.3165531,3.3633814,4.7800476,7.985785,2.1625645,6.8328014,5.8398865,6.7750769,4.6057965,5.7618677,7.0076216,6.3534203,3.5682997,6.6783396,7.942057,6.0510197,3.3064081,7.5074775,8.8562823,8.4322454,4.8045234,6.5636661,6.9321202,3.777304,3.7744497,5.4327791,8.6211837,7.2232198,6.7864787,5.5964253
gene_372,10.161308,9.154689,8.594119,9.530225,9.564464,9.540452,10.504005,9.636075,9.649141,9.137045,10.025167,10.193858,9.56803,9.866829,9.071615,9.136266,9.567637,9.693909,9.628112,9.523356,8.093946,9.607217,10.223278,9.877816,9.491645,9.030201,8.825347,9.58935,10.316678,9.351778,9.422029,8.269094,9.162905,10.034551,9.457007,8.830632,10.035665,9.943215,9.768178,9.40064,9.352584,9.651667,9.304109,10.323235,10.765535,9.477704,10.120355,9.460138,9.34265,9.487446
gene_373,8.113185,7.496566,7.359688,8.974426,7.078706,7.460931,9.351494,8.696376,8.912216,8.74824,7.559499,9.263168,8.017026,6.753765,8.199059,7.913853,7.446984,9.457664,9.209977,8.167303,7.138712,7.987588,7.344278,6.962954,8.932708,8.299684,6.938909,7.917951,8.877045,7.846249,7.717526,7.735597,9.972391,8.551308,8.053611,7.204649,9.409822,8.078172,7.343283,7.449083,9.080149,8.417629,8.953297,8.648196,8.968174,7.592891,8.777341,4.953088,7.749601,7.353447
gene_374,4.3048615,0.587845,0,2.3844643,1.2758414,5.1952531,2.0429244,7.1909012,0.3523066,4.6879509,0.8928184,0.4257815,5.3983675,0,0.4414835,0,1.6296597,3.0058491,2.61584,5.1135172,0,0.82725,2.0092397,0,1.8511194,5.8487156,0,1.7742494,0.7905218,1.3650206,0,0,3.9765011,1.0363275,4.9636313,1.7099082,3.072243,3.7267005,1.0357647,0,3.8212714,5.9863085,6.5394272,1.6089038,3.2585792,0.7886857,7.5418633,0,0.7685019,0
gene_375,3.1055608,4.15803,2.1098286,1.0394192,2.9142392,3.5526476,9.0320843,4.7049052,3.6574457,2.2963106,5.3819167,7.2869458,1.9050042,4.5524324,2.1954736,3.9365249,4.4557678,6.8730872,6.1862212,2.8390929,2.419485,4.2627263,4.4711875,0.4679055,6.7035852,6.5928741,0,4.5602258,2.7734267,3.1503972,2.6632991,3.1872927,7.8688904,5.2596303,3.5829293,5.5012162,9.0562502,4.4581786,2.6441332,2.4236857,7.7940909,1.9204839,4.1305932,7.1335635,8.0346724,3.5144253,5.8228474,0.7916891,1.7916891,4.8899651
gene_376,6.3240239,1.5908176,1.0741629,1.0394192,2.6128007,5.8712375,2.8563085,8.063778,3.3792467,7.0234217,1.4402081,1.0214087,4.3091398,3.3437489,1.6545272,2.3291236,2.7192053,0.799336,2.689411,3.8808716,2.5140717,0.4720718,4.0115493,0.4679055,0.5206485,2.3130426,2.759582,1.5931625,0.4486896,1.3650206,1.8030617,0.7213289,3.2531724,2.7613491,5.2400586,1.7099082,1.8455101,3.6281437,1.7868472,1.6702512,1.2310022,5.151388,5.002959,1.4006472,1.0204133,1.431623,9.3592686,0.7916891,2.0585589,0.6331987
gene_377,8.0427921,4.9510049,4.0423554,6.804957,8.9923124,8.0050855,7.1975804,8.0867785,7.4189067,10.1826551,9.723463,5.4565138,8.2089756,8.3846931,7.7000651,7.6179302,8.3972682,6.7838364,9.5973915,9.2367581,7.6121534,3.1906307,5.4000392,7.081968,3.3088996,9.1398378,7.4282429,12.7195428,7.151666,5.7279558,5.0291392,9.8904193,7.1038438,8.7632987,6.7188959,8.3352832,4.9548431,8.1598209,7.9448877,8.0264681,5.8220749,6.9555918,7.1475,4.9888437,5.1958633,9.7782644,5.3785186,10.3797899,8.1840571,8.4016902
gene_378,4.3770613,1.8136068,2.4387985,2.3844643,4.1744384,4.6464334,7.5564984,5.3367261,3.0821746,4.0572683,5.4257144,7.6618565,4.250901,3.3437489,3.4150826,3.8042188,3.7619767,6.8911883,6.6168649,3.1003386,2.419485,1.5537045,3.9063038,2.9812316,5.6781001,3.8309651,4.5611428,4.431282,5.4610701,6.417223,4.1176867,2.6298928,5.5477089,5.0236634,3.444243,4.4601397,7.9420922,3.284218,6.2058695,3.5206611,6.3185772,6.3238852,4.6431289,6.8658322,8.869054,3.5447203,8.0152645,2.9222169,2.2836848,3.6519357
gene_379,8.0427921,1.5908176,0.7965978,3.1844707,5.4286885,6.3826465,8.3448285,7.6633446,1.4113178,6.6264318,7.5854734,8.0646619,6.8857574,9.3433412,3.9708169,3.1048231,4.7458397,5.7529814,7.1439444,4.7057734,3.5250666,2.6825958,4.2014692,0.8207304,7.0209355,5.1019106,5.2674609,4.1975116,4.1816592,7.2019671,4.5919965,0.7213289,4.4813248,8.0168863,7.2942439,7.1822553,5.6625644,5.2371239,6.9689893,7.1408707,4.4954457,7.7250935,8.0426553,4.8315277,7.8106809,4.7258666,9.1055628,5.6221807,4.6793056,1.4075703
gene_380,9.3802208,4.6949359,11.8052239,9.0259617,0.3609822,8.2867518,2.4484517,5.7266323,0,9.8793244,1.4402081,2.7731313,8.8338199,2.1137338,0,5.1831252,6.2816148,1.8443455,1.5477953,9.9487746,1.2927229,0.4720718,5.5238003,10.6133475,1.2040781,3.0720029,1.2886539,0,2.5217543,0.960141,1.2765562,0,1.734482,3.4573579,9.6557239,0,3.0072493,6.7384706,2.0533547,3.5206611,3.0720886,9.0105645,7.9470407,1.7908971,2.842114,0.9781956,8.7090011,1.6750933,1.6371001,3.1232523
gene_381,8.3242166,4.7766357,7.8467628,8.5866559,5.1221923,10.162555,4.3657345,7.0261804,3.1734633,10.3389703,6.2392109,6.2184673,9.4329511,4.0349728,3.86843,5.3818959,7.5766279,5.3170037,6.8868549,9.0624564,3.6962053,3.4166641,6.4151823,2.9812316,5.2458189,7.2158533,1.9582859,5.2057522,4.1816592,1.1767057,3.9943353,5.4850564,7.0541756,6.7989837,8.4946356,4.5327222,3.8419228,7.581773,5.3419466,5.5224136,8.0446728,8.8954511,9.0907449,6.900903,6.0915369,5.5192305,7.57563,5.1140296,4.7183835,7.5904823
gene_382,3.8264061,3.400251,0.4525954,2.4785318,0,3.0529897,0.9196833,3.0915644,0.8717648,2.4761224,1.8360857,0.4257815,0,0,0,0.5332643,1.9231872,0.799336,0.7147511,0.5592471,0,0.82725,0.4627853,0,0.2836848,3.1600489,1.2886539,0.4889263,1.2982477,0.7051375,0,0,0,2.7613491,0.6315234,1.7099082,0,1.458592,1.0357647,0.522558,0.4187836,0,0,0.4956952,1.2456782,0.5704629,4.870049,0,0.434775,1.6798291
gene_383,12.45656,12.164932,12.686877,12.464316,10.657658,12.049025,11.193839,11.619353,11.031818,12.597033,10.834811,11.448467,11.684569,11.938889,9.752877,10.246467,10.789892,10.710669,10.979625,11.631882,9.235349,9.98607,11.721825,10.111605,10.102133,11.615174,12.383432,11.687651,11.35079,11.2862,10.977366,9.571089,11.415161,11.846078,11.966156,11.686128,10.312838,11.325744,12.596875,10.974823,10.921119,12.326691,11.99659,10.93316,10.989551,10.753325,12.276753,11.45935,10.411394,11.522876
gene_384,8.927348,8.827336,9.716247,8.623154,8.419585,9.75852,7.162089,8.521738,9.57521,9.995371,9.513728,9.025367,10.358827,9.147711,9.014832,9.500177,9.30962,8.403263,9.504287,9.436308,8.514351,9.043082,11.151302,8.796617,8.528028,10.324507,7.353835,7.246807,9.157928,9.303664,10.489677,9.578452,9.711756,9.177507,9.464877,9.624225,7.603055,10.140472,9.366755,8.239412,9.05113,10.261131,10.758248,7.675131,8.261126,10.097229,8.690627,7.47519,9.506496,9.363808
gene_385,11.713765,11.846497,10.674334,11.476285,10.481265,11.005295,11.127827,11.068953,9.928025,10.76585,10.563854,10.423967,10.636606,13.597994,10.370241,10.160577,11.082868,9.800146,10.378891,10.995329,9.210847,11.191183,11.226551,11.130571,9.579503,10.151372,11.713756,12.083975,11.433612,11.050155,11.665531,9.026792,10.463841,11.705153,10.823455,10.406864,10.085725,10.528112,10.755714,11.476893,9.816408,10.851593,10.817287,10.829366,10.191035,10.315002,11.86702,10.962021,10.794327,10.499676
gene_386,10.22628,10.097558,10.464617,9.032762,9.386563,10.917708,9.892726,9.877755,9.728907,10.04341,9.677406,9.797853,9.707866,10.612915,9.427922,9.442925,9.916148,9.978525,9.932619,10.25694,9.623289,10.876678,9.94581,9.755251,10.098993,9.278461,9.253677,9.613327,11.03106,10.736943,9.228614,9.37502,10.125026,9.576447,10.364594,8.739652,9.710262,9.523962,9.257121,10.313609,9.987946,9.624432,9.899938,10.239599,10.058641,9.685292,9.879376,9.580748,10.371341,9.37702
gene_387,7.768601,7.47429,8.119496,6.636642,8.285374,7.425333,8.416228,8.496199,5.464456,8.482372,7.149188,10.439031,7.399539,7.317431,7.207463,7.278849,7.222602,10.237963,10.005526,6.226285,5.023965,10.789428,6.93108,8.140707,9.120163,7.307875,3.271724,6.145539,5.296722,5.866883,5.881934,4.105846,8.740553,6.530361,6.973359,6.247119,8.518555,8.030733,7.809607,7.570015,10.119577,7.374196,7.516236,12.920982,11.244625,6.770221,9.242198,4.692556,6.457465,8.678829
gene_388,10.23905,10.930796,11.617486,10.58714,11.944771,9.673081,10.08324,9.931677,11.015715,9.945688,10.921171,9.870018,9.724012,10.315636,10.406471,11.637195,11.752452,9.949109,9.957025,10.382505,11.676936,9.889861,10.700448,11.904473,10.578759,10.561718,11.014592,10.794156,11.082209,9.95124,10.535334,12.076221,10.042521,10.526998,10.250855,11.193002,10.353445,11.074081,10.950775,11.422864,9.386378,10.276764,10.273026,9.894662,9.187612,11.195957,9.103248,10.775429,11.709157,10.213384
gene_389,13.652128,11.618528,7.625029,11.992613,14.642559,13.67588,15.225497,14.107282,14.41112,11.918099,13.345973,12.49572,12.335298,14.634176,13.198313,15.263907,10.690391,13.752213,14.948833,12.615745,12.649382,12.462712,11.862986,11.623612,10.60255,13.492642,12.058191,12.160852,12.45835,11.841596,13.316126,14.652935,13.838022,13.922733,14.549165,14.367927,11.546364,12.6718,13.486936,13.531637,12.759046,11.660785,13.432803,11.245345,11.969847,14.66111,14.102369,8.879935,13.851544,11.793282
gene_390,8.990566,9.722579,10.04741,8.103519,9.61816,9.421735,10.388792,9.283917,8.718341,9.349491,9.125034,9.407257,9.191131,8.088751,9.635043,8.955731,9.470179,9.799547,9.315378,9.601061,10.466637,9.837711,9.045025,9.446949,9.958271,9.94687,9.035649,8.899206,11.155109,11.031811,8.916662,9.118046,9.581216,8.54117,9.355444,9.401274,9.880989,9.879035,9.07058,8.882719,10.195298,9.397756,9.506423,9.469113,9.874377,9.424731,9.05379,9.010427,9.197219,10.296629
gene_391,9.690248,9.055882,9.67652,9.430045,8.496546,8.956873,8.280089,9.126356,8.627414,7.483775,9.702845,9.726571,8.893332,8.926269,8.674005,8.615902,9.313581,8.342048,8.965432,8.722562,8.195549,8.732381,9.073665,9.43502,9.985742,8.287518,9.32898,9.068117,8.648246,10.120497,10.011269,8.287181,9.942556,8.639496,8.906476,8.382689,8.722145,8.763558,8.798472,9.626185,10.044257,8.951722,9.118567,10.189306,9.464585,8.916859,9.660839,9.97275,8.517508,10.153223
gene_392,13.79292,12.60886,12.88921,12.9229,12.89451,13.35407,14.13829,13.44856,11.71925,13.80135,13.66751,12.8581,13.10159,13.26539,12.87207,12.69329,14.21187,12.83871,12.45259,13.03018,12.23553,11.89196,12.28985,12.95626,12.17623,12.48819,13.7488,12.90747,13.15706,13.32688,12.51826,11.53697,12.44662,14.35788,13.4473,12.56701,12.75805,12.80905,12.81027,13.44184,12.39824,13.56094,13.29108,12.9558,12.63945,12.22934,14.83797,13.49441,11.7879,13.1279
gene_393,7.778629,6.951215,6.000279,5.681056,7.637625,7.978316,9.404656,8.31978,7.954348,7.545497,7.601474,9.313073,7.645413,6.829596,6.769864,8.818128,7.36992,9.642053,9.475987,6.792543,7.269875,7.858771,8.211333,4.817782,9.957957,7.780317,5.875783,8.013395,8.833864,7.422073,6.610831,6.525834,10.111436,8.01102,6.98591,7.406452,10.022368,8.26606,8.113023,6.626214,9.58735,7.279072,7.951629,10.290076,9.589247,7.587448,7.837401,4.424358,7.395997,8.929261
gene_394,9.213991,10.100202,6.45885,7.192677,8.14175,9.291378,9.673966,9.509173,8.125594,9.658519,8.889918,9.358295,9.068988,7.903141,12.638162,8.886526,8.566218,9.452338,8.839827,7.843657,8.122372,6.328497,9.7912,5.633983,7.809961,8.627713,7.243679,7.631374,7.364651,6.459168,7.32491,10.028997,9.552437,8.61457,8.30726,11.48446,9.432435,7.658683,8.182469,6.540858,9.234128,9.012122,8.57314,8.928711,9.496432,8.963858,8.263349,9.994622,7.091911,7.015415
gene_395,8.366952,9.271706,8.472175,10.035253,10.385463,9.907187,10.702709,10.5216,11.218987,9.756361,10.257977,9.634742,9.745256,8.129932,8.783558,10.831386,9.279766,10.459278,10.36807,10.731268,9.839057,10.201536,10.460497,8.231764,10.685222,10.413173,11.244191,10.369194,11.262594,11.504193,9.288089,10.545302,10.199721,9.09257,9.763546,10.927074,11.168233,9.833398,10.335491,9.285263,9.461338,9.414341,10.031467,9.466588,10.175699,10.277985,9.958295,10.648394,9.409834,9.999366
gene_396,2.1858983,0.3236583,2.7065085,3.1275342,1.8312692,1.44228,0,0.4418022,2.7076352,0.7242137,2.2796496,3.8468242,1.565987,4.5003495,1.4803685,3.4381598,1.4570164,3.2499004,1.8338616,1.7517208,1.2927229,2.1648828,1.7089818,2.2724413,3.430205,0.8430995,3.1203519,2.9742172,1.9703383,2.0536674,1.4742024,1.9705592,1.5556689,1.8589358,1.9052739,2.1398624,3.0072493,0.9062749,3.523863,1.8556708,2.4272307,1.417542,2.5157125,3.1360109,3.3584103,1.874797,0.9127265,4.1550935,0.434775,4.4185745
gene_397,9.649833,11.249113,10.055418,11.110444,11.18526,11.662041,10.995145,10.86927,10.71861,11.641952,11.082342,11.955708,11.678539,8.541108,10.820761,10.721048,10.761161,12.156191,12.181699,12.17874,11.551011,11.653248,11.134895,9.167283,12.366363,11.280713,10.829073,10.839015,10.218055,10.692581,10.895424,11.533339,11.048194,9.811423,10.697437,10.964045,12.270281,11.131986,11.045336,9.360006,12.313903,11.158408,11.549337,11.266874,12.166097,11.549448,10.393626,10.412665,10.498859,10.614655
gene_398,2.8249511,3.5930071,0,3.0064417,3.6936988,5.9634672,3.6543897,6.5404257,4.0192037,3.2442782,5.6637659,5.8661464,4.1268573,1.8057465,2.0780291,4.5181637,3.475474,7.0885021,7.6445918,3.8808716,4.9581977,5.5207051,5.2927707,2.0232908,5.888546,5.0101174,1.5479433,3.2436691,7.0911921,5.0230735,1.2765562,3.3337243,6.4767268,4.0673462,5.2608687,4.6018272,4.1735192,4.3996291,4.1822076,3.3458647,6.9217576,4.7348017,4.892697,5.6961524,6.0548094,4.4498783,5.6306297,0,4.0112183,4.9934026
gene_399,10.0885895,3.6227664,12.173699,8.7476291,8.9646701,10.580513,6.5227714,11.4141831,4.6946741,8.5006666,10.7008645,8.752016,10.1117747,11.012408,10.5638731,10.7846103,4.3110526,8.8053473,8.0921334,9.3288701,10.5260003,10.3207667,5.822669,11.4068321,9.7479412,7.8889928,3.9919526,13.8480263,6.4862928,8.6046496,12.0232242,11.4651276,7.5663281,8.8529258,9.6369399,12.5331302,4.3672802,7.6335039,9.9815387,8.2331499,10.4565392,11.8834681,7.3488432,7.9604538,8.8326337,12.3359709,8.442392,2.7758934,11.4840777,3.8849983
gene_400,10.396615,10.933211,10.9428,12.234973,12.493225,11.026828,10.748671,11.388001,12.040122,11.389798,11.324501,11.579174,11.41449,9.692108,12.520629,11.651106,11.865277,11.558459,11.693487,11.62973,12.744964,12.76173,11.272496,10.430777,12.611055,11.325581,11.657301,12.191041,10.662205,11.095324,11.07763,12.620554,11.41311,10.287193,10.884659,12.057772,11.864008,11.174077,11.209593,10.167381,12.326163,11.35286,11.722171,11.226954,11.382905,12.161768,10.647297,10.914721,11.945323,11.591195
gene_401,7.273031,7.702214,7.054425,8.031638,7.05423,7.126044,8.238099,6.71294,7.735874,6.796844,7.425703,8.676557,7.355307,7.752648,6.943581,7.550701,7.547319,8.548676,6.504182,7.38137,7.717779,6.58272,8.114247,6.585251,6.623178,8.691894,7.46012,6.945315,7.686746,7.622264,7.781891,6.720333,6.01394,7.41559,6.517438,7.00863,7.082224,8.51044,7.96322,6.934965,7.862501,7.76997,7.861807,7.740213,8.399372,7.057028,7.344456,8.171592,6.95955,7.890957
gene_402,10.222855,9.761884,12.073084,10.921856,11.519916,11.134952,9.263666,9.964703,11.338341,11.194018,10.416333,10.811222,10.48592,10.382419,10.701194,9.68532,9.751959,10.884918,11.002161,10.811808,9.580064,11.427376,10.686614,9.575263,12.080454,10.310749,10.063826,10.587356,11.070148,10.893878,10.428747,10.434868,10.675304,9.685231,10.606026,9.843995,11.140811,9.913248,9.317064,10.42115,10.772282,10.417663,10.401541,10.89693,11.094005,10.499188,9.799068,10.628446,10.139372,10.292793
gene_403,9.734723,8.786832,9.546773,9.314434,10.3193,9.841882,8.544072,9.172773,7.62096,8.248772,8.591358,9.186191,8.900453,9.684835,10.075546,9.373611,8.439947,8.966667,9.3772,9.652047,8.585503,10.42926,9.229951,8.735681,8.403008,8.56458,9.074784,9.247351,9.658872,8.204781,9.811063,8.208688,8.284181,10.565035,10.082788,7.879743,8.934794,8.18604,9.278426,9.081806,8.518771,9.380976,10.448106,9.517536,9.752382,8.369802,9.060961,9.507281,8.876121,9.658502
gene_404,0,0,0,0,0,0,0,0,0,0,0,2.0319597,0,0,0,0,0,2.3423841,1.8338616,0,0,0,0,0,1.8511194,0,0,0,0,0,0,0,0,0,0,0,6.1428606,0,1.0357647,0,0.4187836,0,0,1.1571084,4.3114305,0,0,0,0,0
gene_405,0,0.3236583,0.4525954,2.9418575,1.2758414,3.8389921,0,0.7795539,0,1.5636463,1.1923204,0.4257815,0.8353582,1.4136482,1.4803685,0.9218171,0,2.1147668,0,1.5331148,0,0,0.4627853,0.4679055,0,0,0,0.4889263,1.6731041,5.7867898,1.4742024,0,0,6.1040787,0,2.3146965,1.3116194,0,3.0002885,2.3012364,0,0,0,1.7908971,0.4252444,4.8763794,0,0,1.7916891,0
