#Organism/Name	Size (Mb)	GC%	Genes	Proteins
Marinomonas mediterranea MMB-1	4.68432	44.1	4252	4094
Methylomicrobium album BG8	4.49344	56.2612	3931	3792
gamma proteobacterium IMCC3088	3.03962	51.6	2846	2707
Hylemonella gracilis ATCC 19624	3.61871	65.1	3290	3149
Thioalkalimicrobium cyclicum ALM1	1.93246	47	1709	1649
gamma proteobacterium HdN1	4.58746	53.3	3847	3716
Desulfovibrio africanus str. Walvis Bay	4.20053	61.4	3817	3731
halophilic archaeon DL31	3.64316	62.3733	3563	3385
Rhodothermus marinus DSM 4252	3.38674	64.2672	2911	2842
Actinomyces neuii BVS029A5	2.14371	56.6	1947	1838
Actinobacillus ureae ATCC 25976	2.35447	40.1	2244	1913
Lachnoanaerobaculum saburreum DSM 3986	3.0824	36.9	2820	2653
Kingella kingae ATCC 23330	1.97535	46.8	1940	1819
Lautropia mirabilis ATCC 51599	3.15192	65.5	2561	2413
Pseudoramibacter alactolyticus ATCC 23263	2.36288	51.6	2239	2114
Actinomyces cardiffensis F0333	2.21485	61.3	1805	1706
Aggregatibacter segnis ATCC 33393	2.01201	42.5	1915	1843
Centipeda periodontii DSM 2778	2.76126	55.8	2525	2408
Enterobacter hormaechei ATCC 49162	4.861	55.2	4607	4473
Enterococcus italicus DSM 15952	2.41579	39.6	2241	2088
Haemophilus aegyptius ATCC 11116	1.96358	38.3	1934	1793
Kingella denitrificans ATCC 33394	2.22045	54	2209	2121
Neisseria bacilliformis ATCC BAA-1200	2.47058	59.4	2276	2167
Prevotella multiformis DSM 16608	3.05741	51.6	2465	2341
Streptococcus peroris ATCC 700780	1.63992	39.2	1614	1571
Prevotella salivae DSM 15606	3.27458	41.6	2552	2367
Streptococcus australis ATCC 700641	2.12995	41.9	2006	1943
Streptococcus australis ATCC 700641	2.13136	42	2047	1909
Streptococcus cristatus ATCC 51100	1.98249	42.6	1923	1855
Streptococcus cristatus ATCC 51100	1.99442	42.6	1957	1839
Streptococcus pseudopneumoniae IS7493	2.19546	39.7968	2260	2112
Streptococcus vestibularis F0396	2.02229	39.6	1990	1785
Arthrobacter arilaitensis Re117	3.91819	59.2853	3655	3483
Desulfobacca acetoxidans DSM 11109	3.28254	52.9	2958	2850
Caldicellulosiruptor kronotskyensis 2002	2.84379	35.1	2602	2470
Candidatus Moranella endobia PCIT	0.538294	43.5	472	411
Treponema brennaborense DSM 12168	3.05558	51.5	2668	2577
Methylomonas methanica MC09	5.05168	51.3	4615	4503
Leuconostoc fallax KCTC 3537	1.63897	37.5	1679	1352
Eremococcus coleocola ACS-139-V-Col8	1.77374	39	1722	1626
Peptoniphilus harei ACS-146-V-Sch2b	1.83603	34.4	1727	1643
Lactobacillus oris PB013-T2-3	2.11599	49.8	2019	1924
Thermobacillus composti KWC4	4.35553	60.1445	4020	3765
Prevotella dentalis DSM 3688	3.35021	55.86	2647	2513
Prevotella dentalis DSM 3688	3.28647	56	2535	2425
Plautia stali symbiont	4.09285	56.8841	4065	2755
Halopiger xanaduensis SH-6	4.35527	65.1966	4174	4018
Dietzia cinnamea P4	3.5553	71	3372	3011
Desulfobacter postgatei 2ac9	3.97466	47.2	3698	3496
Desulfotomaculum gibsoniae DSM 7213	4.85553	45.5	4533	4326
Halovivax ruber XH-70	3.22388	64.3	3187	3099
Xanthomonas vesicatoria ATCC 35937	5.53109	64.1	4739	4363
Xanthomonas perforans 91-118	5.26213	65	4580	4242
Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001	2.96475	43.2	2688	2495
Anaerolinea thermophila UNI-1	3.53238	53.8	3165	3064
Leuconostoc gelidum JB7	1.8935	36.7	1847	1755
Leuconostoc inhae KCTC 3774	2.29809	36.4	2179	1482
Burkholderia rhizoxinica HKI 454	3.75014	60.6963	3212	2933
Lactobacillus animalis KCTC 3501 = DSM 20602	1.88279	41.1	1797	1685
Fructobacillus fructosus KCTC 3544	1.47491	44.6	1508	1419
Erysipelotrichaceae bacterium 21_3	4.41458	43.7	4318	4154
Wolbachia endosymbiont of Culex pipiens molestus	1.47953	34.3	1215	1057
Sanguibacter keddieii DSM 10542	4.25341	71.9	3731	3562
Gordonia bronchialis DSM 43247	5.29001	67.0692	4902	4574
Haliangium ochraceum DSM 14365	9.44631	69.5	6823	6636
Sulfurospirillum deleyianum DSM 6946	2.30635	39	2318	2258
Streptobacillus moniliformis DSM 12112	1.67328	26.2655	1533	1445
Sebaldella termitidis ATCC 33386	4.48665	33.4235	4174	4085
Thermomonospora curvata DSM 43183	5.63902	71.6	4883	4730
Thermanaerovibrio acidaminovorans DSM 6589	1.84847	63.8	1821	1730
Xylanimonas cellulosilytica DSM 15894	3.83138	72.4653	3480	3352
Sphaerobacter thermophilus DSM 20745	3.99376	68.1	3507	3403
Thermobaculum terrenum ATCC BAA-798	3.10158	53.5397	2883	2786
Streptosporangium roseum DSM 43021	10.3695	70.8965	9076	8797
Spirosoma linguale DSM 74	8.49126	50.1563	7132	6938
Kribbella flavida DSM 17836	7.57949	70.6	7038	6876
Conexibacter woesei DSM 14684	6.35937	72.7	5956	5828
Geodermatophilus obscurus DSM 43160	5.3225	74	4987	4776
Denitrovibrio acetiphilus DSM 12809	3.22208	42.5	3049	2982
Meiothermus ruber DSM 1279	3.09746	63.4	3073	3008
Meiothermus ruber DSM 1279	3.09888	63.4	3076	3007
Stackebrandtia nassauensis DSM 44728	6.84156	68.1	6405	6229
Brachyspira murdochii DSM 12563	3.2418	27.8	2854	2754
Cellulomonas flavigena DSM 20109	4.12318	74.3	3732	3611
Tsukamurella paurometabola DSM 20162	4.47972	68.3866	4307	4172
Thermobispora bispora DSM 43833	4.18998	72.4	3566	3403
Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111	6.54331	72.7052	5490	5353
Meiothermus silvanus DSM 9946	3.72167	62.7494	3666	3489
Dethiosulfovibrio peptidovorans DSM 11002	2.57636	54.4	2496	2396
Halogeometricum borinquense DSM 11551	3.94447	59.9709	3838	3745
Halogeometricum borinquense DSM 11551	3.92851	59.9	3830	3717
Brachybacterium faecium DSM 4810	3.61499	72	3191	3068
Actinosynnema mirum DSM 43827	8.24814	73.7	7026	6824
Cryptobacterium curtum DSM 15641	1.6178	50.9	1406	1299
Beutenbergia cavernae DSM 12333	4.66918	73.1	4237	4094
Dyadobacter fermentans DSM 18053	6.96779	51.5	5799	5697
Slackia heliotrinireducens DSM 20476	3.16504	60.2	2810	2697
Jonesia denitrificans DSM 20603	2.74965	58.4	2560	2430
Saccharomonospora viridis DSM 43017	4.30835	67.3	3897	3772
Kytococcus sedentarius DSM 20547	2.78502	71.6	2623	2463
Catenulispora acidiphila DSM 44928	10.4678	69.8	8931	8579
Halomicrobium mukohataei DSM 12286	3.33235	65.5068	3293	3207
Desulfotomaculum acetoxidans DSM 771	4.54562	41.6	4217	4007
Pedobacter heparinus DSM 2366	5.16738	42	4273	4190
Chitinophaga pinensis DSM 2588	9.12735	45.2	7227	7063
Desulfohalobium retbaense DSM 5692	2.90957	57.2915	2538	2440
Halorhabdus utahensis DSM 12940	3.1168	62.9	2969	2893
Kangiella koreensis DSM 16069	2.85207	43.7	2656	2595
Leptotrichia buccalis C-1013-b	2.46561	29.6	2309	2182
Acidimicrobium ferrooxidans DSM 10331	2.15816	68.3	2109	2017
Desulfomicrobium baculatum DSM 4028	3.94266	58.6	3490	3393
Nakamurella multipartita DSM 44233	6.0603	70.9	5373	5099
Acidianus hospitalis W1	2.13765	34.1	2434	2326
Leuconostoc pseudomesenteroides KCTC 3652	3.24498	38.3	2968	2484
Enterobacter aerogenes KCTC 2190	5.28035	54.8	5021	4912
Desulfitobacterium dehalogenans ATCC 51507	4.32175	45	4135	3971
Helicobacter felis ATCC 49179	1.67268	44.5	1686	1613
Oxalobacteraceae bacterium IMCC9480	4.5015	59.4	4128	3678
gamma proteobacterium IMCC1989	3.01762	42.1	2875	2633
Staphylococcus pseudintermedius HKU10-03	2.61738	37.5	2477	2366
Acetobacter pomorum DM001	2.88342	52.3	2693	2596
Planococcus donghaensis MPA1U2	3.30346	39.7	3233	3140
Acidithiobacillus ferrivorans SS3	3.20755	56.6	3140	2990
Lactobacillus fructivorans KCTC 3543 = DSM 20203	1.37333	38.9	1353	1283
Desulfitobacterium dichloroeliminans LMG P-21439	3.62445	44.2	3430	3273
Desulfosporosinus acidiphilus SJ4	4.99118	42.0694	4557	4382
Xanthomonas gardneri ATCC 19865	5.52812	63.7	4791	4314
Gordonia neofelifaecis NRRL B-59395	4.25729	68.2	3971	3836
Corynebacterium ulcerans BR-AD22	2.60637	53.4	2373	2276
Bartonella clarridgeiae 73	1.52274	35.7	1275	1184
Verrucosispora maris AB-18-032	6.73227	70.8948	5945	5760
Wolbachia endosymbiont wVitB of Nasonia vitripennis	1.10764	34	1009	854
Vibrio brasiliensis LMG 20546	4.71503	45.8	4280	4189
Vibrio sinaloensis DSM 21326	4.90491	45.8	4484	4375
Microbacterium testaceum StLB037	3.98203	70.3	3633	3532
Novosphingobium nitrogenifigens DSM 19370	4.18265	63.8	3739	3641
Novosphingobium nitrogenifigens DSM 19370	4.14897	64	3742	3652
Thiorhodococcus drewsii AZ1	5.52419	62.3	4652	4445
Chlamydophila pecorum E58	1.1062	41.1	980	931
Ornithinibacillus scapharcae TW25	3.84387	36.7	3827	3604
Thiocapsa marina 5811	5.59554	64.1	4830	4608
Vulcanisaeta moutnovskia 768-28	2.29898	42.4	2436	2353
Candidatus Odyssella thessalonicensis L13	2.84765	42	2478	2391
Caldalkalibacillus thermarum TA2.A1	2.89546	47.6	2883	2741
Rubrivivax benzoatilyticus JA2 = ATCC BAA-35	4.12994	71.6	3862	3647
Rubrivivax benzoatilyticus JA2 = ATCC BAA-35	4.16007	71.6	3811	3709
Vibrio rotiferianus DAT722	5.32952	44.7	4842	4712
Methanosaeta concilii GP6	3.02664	50.9577	2998	2883
Amycolicicoccus subflavus DQS3-9A1	4.86349	62.1997	4497	4368
Saccharomonospora glauca K62	4.56411	69.0872	4280	4161
Terriglobus roseus DSM 18391	5.22786	60.3	4319	4176
Polymorphum gilvum SL003B-26A1	4.71896	67.1174	4424	4318
Acidiphilium multivorum AIU301	4.21474	66.9853	3853	3721
Streptomyces griseoaurantiacus M045	7.71238	72.7	6693	6426
Verminephrobacter aporrectodeae subsp. tuberculatae At4	4.6818	65.7	4160	3472
Aeromonas veronii B565	4.55178	58.7	4100	3950
Paenibacillus mucilaginosus KNP414	8.66382	58.4	7179	6919
Acidovorax radicis N35	5.53023	64.9	4999	4876
Thermoproteus uzoniensis 768-20	1.93606	59.7	2174	2114
Burkholderia gladioli BSR3	9.0523	67.4147	7708	7410
Methyloversatilis universalis FAM5	4.23461	67	3873	3767
Neisseria macacae ATCC 33926	2.74837	51.1	2480	2314
Prevotella pallens ATCC 700821	3.1276	37.7	2505	2375
Sporosarcina newyorkensis 2681	3.72736	42.3	3582	3437
Bacteroides nordii CL02T12C05	5.71828	40.8	4396	4257
Bacteroides salyersiae CL02T12C01	5.81576	42.1	4535	4370
Eggerthia catenaformis OT 569 = DSM 20559	1.94516	32.8	1918	1790
Eggerthia catenaformis OT 569 = DSM 20559	1.92101	32.1	1916	1806
Parabacteroides goldsteinii CL02T12C30	6.70821	43.5	5344	5171
Prevotella maculosa OT 289	3.15121	47.7	2492	2408
Saccharopolyspora spinosa NRRL 18395	8.58192	67.9	7697	7154
Leptospira weilii str. 2006001855	4.27794	40.8	4132	3685
Leptospira licerasiae serovar Varillal str. MMD0835	4.19881	41.1	3905	3849
Leptospira noguchii str. 2006001870	4.81397	35.5	4087	3781
Echinicola vietnamensis DSM 17526	5.60804	44.8	4559	4451
Pseudomonas brassicacearum subsp. brassicacearum NFM421	6.84325	60.8	6047	5916
Photobacterium leiognathi subsp. mandapamensis svers.1.1.	4.59892	41.1	4051	3944
Gallibacterium anatis UMN179	2.69414	39.8896	2524	2397
Gallibacterium anatis DSM 16844 = F 149	2.43627	40	2366	2216
Metallosphaera cuprina Ar-4	1.84035	42	1946	1878
Thermanaerovibrio velox DSM 12556	1.88084	58.8	1809	1677
alpha proteobacterium HIMB5	1.3432	28.6	1432	1378
Paenibacillus elgii B69	7.96207	52.6	7402	7045
Acetonema longum DSM 6540	4.32301	50.4	4053	3818
Mesoflavibacter zeaxanthinifaciens S86	3.70466	37.1	3223	3129
Owenweeksia hongkongensis DSM 17368	4.00006	40.2	3518	3454
Pyrococcus yayanosii CH1	1.71682	51.6	1888	1795
Methylophaga aminisulfidivorans MP	3.26196	43.4	3114	3040
Bradyrhizobiaceae bacterium SG-6C	4.33639	61.8	4137	4046
Haemophilus haemolyticus M21621	2.08921	38.4	2025	1890
Melissococcus plutonius ATCC 35311	2.06873	31.211	1811	1573
Microlunatus phosphovorus NM-1	5.68312	67.3	5170	4986
Halorhabdus tiamatea SARL4B	3.14656	62.5	3132	2972
Halorhabdus tiamatea SARL4B	3.14616	62.77	3069	2969
Rickettsia heilongjiangensis 054	1.27847	32.3	1374	1140
Corynebacterium nuruki S6-4	3.10659	69.5	2818	2686
Lactobacillus kefiranofaciens ZW3	2.35409	37.3604	2306	2008
Haloplasma contractile SSD-17B	3.4045	32.3	2953	2870
Salinisphaera shabanensis E1L3A	3.76033	61.6	3517	3358
Propionibacterium humerusii P08	2.62329	59.9	2475	2371
Mycoplasma anatis 1340	0.928687	26.6	806	743
Haemophilus pittmaniae HK 85	2.18261	42.5	2474	2390
Mycoplasma columbinum SF7	0.74821	26.9	634	582
Streptococcus pasteurianus ATCC 43144	2.10008	37.4	2051	1869
Mycobacterium colombiense CECT 3035	5.57956	68.1	5202	5105
Marinobacterium stanieri S30	4.37069	55.9	4062	3948
Flavobacteriaceae bacterium S85	3.38463	33.9	2848	2757
Helicobacter bizzozeronii CIII-1	1.80753	45.8905	1809	1625
Serinicoccus marinus DSM 15273	3.3965	72.2	3227	3056
Brachyspira intermedia PWS/A	3.30805	27.1939	2874	2689
Weissella koreensis KACC 15510	1.44147	35.5158	1395	1319
Bizionia argentinensis JUB59	3.27933	33.8	3013	2924
Neisseria weaveri LMG 5135	2.18337	49	2054	1983
Mycobacterium africanum GM041182	4.38931	65.6	4089	3970
Pantoea agglomerans	5.36534	55.1	4905	4771
Cyclobacterium marinum DSM 745	6.22127	38.1	5033	4942
Saccharomonospora halophila 8	3.68502	70.4	3724	3042
Mycobacterium canettii CIPT 140010059	4.48206	65.6	4137	3999
Gordonia alkanivorans NBRC 16433	5.07155	67.4	4572	4369
Acetobacter tropicalis NBRC 101654	3.71854	55.5	3270	3026
Streptomyces zinciresistens K42	8.22169	72.5	7364	6899
endosymbiont of Tevnia jerichonana (vent Tica)	3.6371	58.2	3251	3050
endosymbiont of Riftia pachyptila (vent Ph05)	3.48104	58.8	3258	2924
Brachybacterium squillarum M-6-3	3.19148	72.8	2862	2714
Desulfurococcus fermentans DSM 16532	1.38412	44.8	1490	1425
Desulfosporosinus meridiei DSM 13257	4.87357	41.8	4482	4304
Fervidobacterium pennivorans DSM 9078	2.16638	38.9	2031	1943
Xanthomonas axonopodis pv. citrumelo F1	4.96747	64.9	4188	4020
Bacteroides faecis MAJ27	6.11451	42.4	4775	4590
Xanthomonas sacchari NCPPB 4393	4.89838	69	4200	3923
Enterococcus hirae ATCC 9790	2.85644	36.8638	2702	2485
Enterococcus hirae ATCC 9790	2.92351	36.9	2736	2590
Enterococcus hirae ATCC 9790	2.88266	36.8	2714	2598
Thermococcus nautili	1.97636	54.8	2199	2127
Anaerobaculum mobile DSM 13181	2.1607	48	2080	2008
Solitalea canadensis DSM 3403	5.20207	37.3	4406	4277
Saprospira grandis str. Lewin	4.40018	46.4012	3891	3772
Deinococcus peraridilitoris DSM 19664	4.51371	63.71	4360	4209
Dietzia alimentaria 72	3.35282	67.3	3130	3021
Micavibrio aeruginosavorus ARL-13	2.48198	54.7	2354	2304
Flavobacterium branchiophilum FL-15	3.56329	32.9006	3122	3033
Singulisphaera acidiphila DSM 18658	9.75569	62.2672	7531	7355
Singulisphaera acidiphila DSM 18658	9.728	61.8	7653	7078
Treponema saccharophilum DSM 2985	3.4539	53.2	2932	2812
Taylorella asinigenitalis MCE3	1.63856	38.3	1544	1480
Glaciecola nitratireducens FR1064	4.13423	42.3	3516	3419
Afipia felis ATCC 53690	4.20329	60.7	4005	3922
Alloiococcus otitis ATCC 51267	1.8066	44.6	1668	1565
Sphingomonas elodea ATCC 31461	4.12439	67.4	3818	3648
Halobiforma lacisalsi AJ5	4.32418	65.3	4185	4007
Halobiforma lacisalsi AJ5	4.33858	65.3	4138	4021
Acidithiobacillus thiooxidans ATCC 19377	3.01987	53.2	3057	2835
Neisseria shayeganii 871	2.35455	57.6	2169	2072
Streptomyces chartreusis NRRL 12338	8.89369	71.2	7891	7521
Peptoniphilus indolicus ATCC 29427	2.23786	32.7	2088	1873
Propionibacterium avidum 44067	2.52614	63.5	2297	2184
Mycoplasma iowae 695	1.19515	24.5	973	905
Streptococcus sobrinus TCI-9	2.10494	43.5	2077	1811
Streptococcus sobrinus DSM 20742 = ATCC 33478	2.0962	43.5	2035	2016
Streptococcus sobrinus DSM 20742 = ATCC 33478	2.13849	43.4	2046	1893
Streptococcus sobrinus DSM 20742 = ATCC 33478	2.13359	43.4	2036	1890
Thiocystis violascens DSM 198	5.01707	62.6	4465	4261
Thiorhodospira sibirica ATCC 700588	3.18887	56.7	2775	2552
Neisseria wadsworthii 9715	2.46707	48.6	2290	2178
Geobacillus sp. WCH70	3.5088	42.7597	3470	3166
Geobacillus sp. Y412MC61	3.6679	52.3128	3604	3391
Geobacillus sp. C56-T3	3.65081	52.5	3609	3373
Geobacillus sp. Y4.1MC1	3.91195	43.9963	3899	3658
Geobacillus sp. Y412MC52	3.67394	52.3129	3608	3400
Prevotella intermedia 17	2.69944	43.465	2279	2136
Clostridium pasteurianum BC1	5.0441	30.582	4694	4463
Actinomyces naeslundii str. Howell 279	3.11434	67.9	2692	2279
Atopobium minutum 10063974	1.70697	48.9	1573	1495
Azospirillum brasilense Sp245	7.53024	68.468	6779	6265
Natrialba asiatica DSM 12278	4.40418	62.4	4176	3995
Mycoplasma orale ATCC 23714	0.710549	25.4	632	568
Rhizobium tropici CIAT 899	6.68633	59.5131	6310	6150
Vibrio campbellii ATCC BAA-1116	6.05838	45.4023	5596	5195
Vibrio campbellii DS40M4	5.1241	45	4726	4526
Vibrio campbellii ATCC BAA-1116	6.03183	45.4642	5559	5101
Methanothermococcus thermolithotrophicus DSM 2095	1.68693	32.8	1703	1618
Rickettsia slovaca 13-B	1.27509	32.5	1407	1260
Staphylococcus xylosus NJ	2.93926	32.4	2741	2676
Streptococcus canis FSL Z3-227	2.26786	39.7	2189	2001
Nitrospina gracilis 3/211	3.07771	56.1	2967	2774
Wolbachia endosymbiont of Diaphorina citri	1.2409	34.3	1144	1032
Pseudomonas tolaasii 6264	6.23381	61	5844	5234
Acidaminococcus intestini RyC-MR95	2.48777	50	2400	2304
Nonlabens dokdonensis DSW-6	3.91463	35.3	3432	3361
Thermovirga lienii DSM 17291	1.99965	47.1032	1971	1882
Brachybacterium muris UCD-AY4	3.25747	70	2927	2746
Shimwellia blattae DSM 4481 = NBRC 105725	4.15872	56.5	3884	3743
Shimwellia blattae DSM 4481 = NBRC 105725	4.0329	56.6	3778	3670
Clostridium celatum DSM 1785	3.55372	27.7	3195	2965
Dechlorosoma suillum PS	3.80698	65.4	3469	3350
Chroococcidiopsis thermalis PCC 7203	6.6894	44.4387	5852	5618
Desulfobacula toluolica Tol2	5.19791	41.4	4645	4527
Rickettsia japonica YH	1.28309	32.4	1385	1142
Rickettsia japonica YH	1.27668	32.3	1372	1133
Cycloclasticus pugetii PS-1	2.38392	42	2292	2250
Flavonifractor plautii ATCC 29863	3.82012	61	3707	3535
Haloarcula californiae ATCC 33799	4.40493	60.8	4315	4155
Haloarcula sinaiiensis ATCC 33800	4.40516	60.8	4293	4163
Haloarcula vallismortis ATCC 29715	3.9232	61.8	3933	3815
Haloferax denitrificans ATCC 35960	3.82597	66.3	3723	3616
Haloferax mediterranei ATCC 33500	3.9067	60.2417	3798	3588
Haloferax mediterranei ATCC 33500	3.89454	60.3	3801	3719
Haloferax mucosum ATCC BAA-1512	3.36898	61.8	3380	3272
Haloferax sulfurifontis ATCC BAA-897	3.81243	66.3	3744	3612
Cyanobacterium stanieri PCC 7202	3.16338	38.7	2941	2837
Alistipes finegoldii DSM 17242	3.73424	56.6	3225	3083
Pseudomonas agarici NCPPB 2289	5.51139	58.9	4864	4398
Aneurinibacillus aneurinilyticus ATCC 12856	5.31386	43.2	5168	4932
Paenibacillus alvei DSM 29	6.8346	45.9229	6408	5848
Mycobacterium indicus pranii MTCC 9506	5.58901	68	5121	5020
Actinobacillus suis H91-0380	2.48494	40.2	2318	2210
Streptomyces turgidiscabies Car8	10.8253	69.9	9524	8988
Streptomyces ipomoeae 91-03	10.4039	70.2	8955	8316
Amphibacillus xylanus NBRC 15112	2.56949	35.7	2425	2312
Pyrobaculum oguniense TE7	2.45292	55.069	3014	2835
Streptococcus ratti FA-1 = DSM 20564	2.06202	40.8	1959	1919
Streptococcus ratti FA-1 = DSM 20564	2.03718	40.8	1942	1898
Pediococcus claussenii ATCC BAA-344	1.97879	36.999	1928	1833
Caldisericum exile AZM16c01	1.5581	35.4	1550	1481
Anabaena cylindrica PCC 7122	7.06328	38.7952	6062	5775
Pseudomonas viridiflava UASWS0038	5.91081	59.4	5278	5127
Mycoplasma flocculare ATCC 27716	0.763948	28.9	623	558
Deinococcus gobiensis I-0	4.40604	69.1514	4160	3997
Aequorivita sublithincola DSM 14238	3.52067	36.2	3196	3126
Halobacteroides halobius DSM 5150	2.64926	32.5	2585	2459
Natronococcus occultus SP4	4.31412	64.6294	4162	4021
Mesorhizobium australicum WSM2073	6.20053	62.8	5899	5742
Cardiobacterium valvarum F0432	2.55354	58.2	2492	2298
Sphaerochaeta pleomorpha str. Grapes	3.59085	46.2	3269	3188
Sphingobium indicum B90A	4.0822	65	3880	3705
Azospirillum lipoferum 4B	6.8464	67.6703	6015	5840
Herbaspirillum frisingense GSF30	5.40833	63	4866	4729
Xanthomonas hortorum pv. carotae str. M081	5.0524	63.7	4214	3991
Gillisia limnaea DSM 15749	3.96686	37.6	3507	3379
Belliella baltica DSM 15883	4.1966	36.8	3791	3654
Halobacillus halophilus DSM 2266	4.17001	41.8004	4059	3932
Natronomonas moolapensis 8.8.11	2.91257	64.5	2793	2668
Methanomethylovorans hollandica DSM 15978	2.71401	41.8436	2609	2519
Turneriella parva DSM 21527	4.4093	53.5971	4211	4132
Thiothrix nivea DSM 5205	4.69171	54.9	4575	4387
Methanotorris formicicus Mc-S-70	1.81878	32.4	1920	1773
Lachnospiraceae bacterium oral taxon 082 str. F0431	2.94584	37.6	2777	2337
Bergeyella zoohelcum CCUG 30536	2.49918	36.5	2339	2254
Facklamia ignava CCUG 37419	1.76667	39	1675	1581
Massilia timonae CCUG 45783	6.1365	65.2	5269	5058
Turicella otitidis ATCC 51513	2.11829	71	1850	1717
Turicella otitidis ATCC 51513	2.15486	70.5	1856	1669
Paenibacillus lactis 154	6.80595	51.8	6132	5915
Caldithrix abyssi DSM 13497	4.95544	45.1	3902	3817
Methanofollis liminatans DSM 4140	2.4751	61	2444	2369
Spirochaeta africana DSM 8902	3.28586	57.8	2839	2748
Natrinema pellirubrum DSM 15624	4.3541	63.9597	4178	4041
Natrinema pellirubrum DSM 15624	4.26445	64.1	4115	3921
Bacteroidetes bacterium oral taxon 272 str. F0290	2.50274	47.7	2117	1994
Leptotrichia wadei DSM 19758	2.31653	29.3	2131	1998
Mycobacterium chubuense NBB4	6.34262	68.3003	5903	5740
SAR116 cluster alpha proteobacterium HIMB100	2.45894	50.5	2364	2291
Yokenella regensburgei ATCC 43003	4.68122	54.8	4405	4300
Staphylococcus simiae CCM 7213	2.58712	31.9	2389	2251
Mycobacterium rhodesiae NBB3	6.41574	65.5	6190	6044
Kitasatospora setae KM-6054	8.78328	74.2	7567	7221
Natronobacterium gregoryi SP2	3.78836	62.2	3720	3602
Natronobacterium gregoryi SP2	3.69403	62.3	3649	3476
Emticicia oligotrophica DSM 17448	5.22036	35.5843	4308	4236
Leptonema illini DSM 21528	4.52276	54.3	4255	4151
Desulfosporosinus youngiae DSM 17734	5.66098	44.2	5274	5074
Candidatus Nitrososphaera gargensis Ga9.2	2.83387	48.3	3602	3565
Alcanivorax dieselolei B5	4.92822	61.6	4424	4333
Clostridium saccharoperbutylacetonicum N1-4(HMT)	6.66645	29.498	5784	5649
Clostridium saccharoperbutylacetonicum N1-4(HMT)	6.56963	29.4	5764	5527
Acetobacterium woodii DSM 1030	4.04478	39.3	3649	3521
Thioflavicoccus mobilis 8321	4.13752	65.5486	3602	3462
Sulfobacillus thermosulfidooxidans str. Cutipay	3.86201	49.3	3845	3603
Methanoplanus limicola DSM 2279	3.20095	42.2	3053	2950
